bin	sign
4569	-1
4574	-1
4579	-1
4583	-1
4587	-1
4594	-1
4598	-1
4602	-1
4607	-1
4610	-1
4616	-1
4619	-1
4622	-1
4626	-1
4629	-1
4632	-1
4637	-1
4643	-1
4647	-1
4650	-1
4653	-1
4656	-1
4659	-1
4664	-1
4667	-1
4680	-1
4689	-1
4694	-1
4705	-1
4708	-1
4714	-1
4718	-1
4721	-1
4725	-1
2	0
384	0
742	0
1050	0
1345	0
1636	0
1925	0
2185	0
2436	0
2682	0
2937	0
3183	0
3407	0
3634	0
3862	0
4065	0
4257	0
4435	0
4613	0
4	1
9	1
15	1
22	1
34	1
40	1
44	1
48	1
53	1
57	1
60	1
64	1
67	1
70	1
73	1
80	1
83	1
86	1
89	1
93	1
98	1
101	1
112	1
115	1
118	1
121	1
127	1
130	1
135	1
139	1
148	1
158	1
166	1
169	1
172	1
175	1
179	1
182	1
186	1
189	1
199	1
204	1
210	1
214	1
224	1
231	1
239	1
246	1
258	1
261	1
264	1
267	1
274	1
280	1
283	1
289	1
292	1
298	1
303	1
310	1
313	1
321	1
324	1
327	1
334	1
337	1
345	1
348	1
354	1
358	1
361	1
364	1
367	1
370	1
374	1
391	1
400	1
403	1
406	1
412	1
417	1
420	1
426	1
429	1
433	1
437	1
440	1
444	1
447	1
451	1
454	1
457	1
462	1
465	1
469	1
473	1
484	1
494	1
497	1
500	1
504	1
508	1
511	1
514	1
522	1
526	1
529	1
532	1
535	1
538	1
541	1
544	1
549	1
553	1
556	1
560	1
563	1
566	1
572	1
575	1
592	1
614	1
618	1
621	1
624	1
628	1
631	1
635	1
639	1
644	1
653	1
656	1
659	1
662	1
666	1
670	1
680	1
688	1
692	1
695	1
698	1
707	1
715	1
718	1
725	1
737	1
740	1
749	1
756	1
773	1
778	1
791	1
798	1
803	1
809	1
817	1
823	1
826	1
829	1
835	1
839	1
842	1
845	1
849	1
853	1
860	1
863	1
867	1
875	1
880	1
883	1
887	1
896	1
901	1
905	1
909	1
912	1
917	1
922	1
925	1
929	1
934	1
937	1
940	1
947	1
968	1
975	1
979	1
988	1
991	1
995	1
1002	1
1007	1
1011	1
1017	1
1023	1
1029	1
1032	1
1035	1
1045	1
1056	1
1060	1
1063	1
1068	1
1073	1
1083	1
1090	1
1093	1
1096	1
1104	1
1108	1
1111	1
1115	1
1119	1
1122	1
1128	1
1132	1
1136	1
1152	1
1157	1
1161	1
1166	1
1169	1
1172	1
1175	1
1188	1
1192	1
1195	1
1199	1
1203	1
1206	1
1211	1
1214	1
1220	1
1226	1
1233	1
1237	1
1244	1
1254	1
1263	1
1271	1
1274	1
1277	1
1288	1
1291	1
1299	1
1302	1
1306	1
1311	1
1315	1
1319	1
1326	1
1331	1
1334	1
1337	1
1342	1
1353	1
1371	1
1379	1
1383	1
1386	1
1389	1
1392	1
1395	1
1402	1
1405	1
1408	1
1412	1
1415	1
1420	1
1423	1
1427	1
1430	1
1436	1
1455	1
1458	1
1461	1
1465	1
1471	1
1477	1
1483	1
1486	1
1490	1
1493	1
1504	1
1507	1
1510	1
1513	1
1519	1
1522	1
1527	1
1536	1
1539	1
1543	1
1548	1
1551	1
1555	1
1559	1
1562	1
1565	1
1568	1
1575	1
1580	1
1583	1
1589	1
1596	1
1600	1
1603	1
1608	1
1611	1
1618	1
1623	1
1629	1
1632	1
1641	1
1644	1
1649	1
1652	1
1657	1
1661	1
1666	1
1669	1
1674	1
1681	1
1684	1
1690	1
1694	1
1701	1
1706	1
1709	1
1712	1
1722	1
1725	1
1733	1
1736	1
1739	1
1743	1
1751	1
1755	1
1758	1
1761	1
1767	1
1770	1
1773	1
1780	1
1788	1
1791	1
1795	1
1800	1
1805	1
1808	1
1811	1
1814	1
1817	1
1823	1
1827	1
1830	1
1833	1
1841	1
1850	1
1854	1
1859	1
1865	1
1870	1
1873	1
1877	1
1882	1
1886	1
1890	1
1895	1
1911	1
1915	1
1918	1
1921	1
1928	1
1934	1
1944	1
1947	1
1955	1
1959	1
1962	1
1967	1
1971	1
1976	1
1980	1
1985	1
1992	1
1998	1
2015	1
2021	1
2034	1
2038	1
2041	1
2050	1
2053	1
2056	1
2059	1
2065	1
2072	1
2082	1
2087	1
2090	1
2096	1
2099	1
2103	1
2107	1
2111	1
2117	1
2122	1
2128	1
2131	1
2134	1
2147	1
2150	1
2156	1
2162	1
2165	1
2170	1
2175	1
2188	1
2199	1
2202	1
2207	1
2210	1
2214	1
2217	1
2221	1
2227	1
2230	1
2236	1
2239	1
2242	1
2247	1
2250	1
2258	1
2261	1
2268	1
2271	1
2274	1
2277	1
2280	1
2283	1
2293	1
2297	1
2304	1
2309	1
2313	1
2316	1
2333	1
2339	1
2344	1
2347	1
2350	1
2355	1
2358	1
2361	1
2365	1
2368	1
2376	1
2379	1
2382	1
2385	1
2388	1
2393	1
2396	1
2399	1
2402	1
2406	1
2409	1
2412	1
2415	1
2420	1
2423	1
2426	1
2429	1
2432	1
2442	1
2451	1
2456	1
2460	1
2463	1
2467	1
2471	1
2478	1
2486	1
2489	1
2492	1
2495	1
2498	1
2504	1
2508	1
2516	1
2519	1
2525	1
2528	1
2531	1
2534	1
2540	1
2546	1
2549	1
2557	1
2561	1
2565	1
2569	1
2572	1
2575	1
2578	1
2584	1
2593	1
2596	1
2599	1
2602	1
2607	1
2610	1
2621	1
2646	1
2650	1
2655	1
2658	1
2669	1
2672	1
2675	1
2680	1
2692	1
2695	1
2700	1
2704	1
2707	1
2714	1
2717	1
2720	1
2723	1
2727	1
2731	1
2736	1
2745	1
2748	1
2754	1
2757	1
2761	1
2765	1
2771	1
2775	1
2783	1
2788	1
2792	1
2796	1
2801	1
2809	1
2812	1
2815	1
2819	1
2824	1
2828	1
2832	1
2838	1
2841	1
2844	1
2854	1
2859	1
2865	1
2871	1
2875	1
2878	1
2887	1
2890	1
2893	1
2896	1
2901	1
2905	1
2916	1
2919	1
2922	1
2928	1
2933	1
2941	1
2944	1
2948	1
2955	1
2961	1
2966	1
2970	1
2977	1
2980	1
2983	1
2986	1
2989	1
2992	1
2995	1
3001	1
3005	1
3008	1
3011	1
3016	1
3019	1
3022	1
3025	1
3028	1
3036	1
3041	1
3044	1
3047	1
3050	1
3053	1
3056	1
3059	1
3063	1
3067	1
3070	1
3075	1
3082	1
3088	1
3092	1
3095	1
3098	1
3109	1
3112	1
3118	1
3121	1
3125	1
3128	1
3131	1
3134	1
3140	1
3143	1
3148	1
3151	1
3154	1
3158	1
3161	1
3165	1
3168	1
3172	1
3175	1
3178	1
3189	1
3196	1
3200	1
3209	1
3212	1
3216	1
3219	1
3223	1
3228	1
3231	1
3235	1
3238	1
3247	1
3253	1
3260	1
3263	1
3269	1
3273	1
3276	1
3279	1
3283	1
3292	1
3296	1
3302	1
3310	1
3314	1
3323	1
3328	1
3332	1
3336	1
3341	1
3344	1
3351	1
3357	1
3361	1
3364	1
3369	1
3374	1
3381	1
3384	1
3388	1
3391	1
3394	1
3398	1
3414	1
3422	1
3432	1
3445	1
3449	1
3453	1
3459	1
3464	1
3473	1
3476	1
3479	1
3483	1
3489	1
3493	1
3497	1
3504	1
3508	1
3511	1
3514	1
3520	1
3523	1
3527	1
3531	1
3534	1
3541	1
3551	1
3570	1
3574	1
3583	1
3587	1
3592	1
3595	1
3600	1
3603	1
3606	1
3623	1
3626	1
3629	1
3636	1
3640	1
3650	1
3657	1
3660	1
3669	1
3678	1
3681	1
3684	1
3687	1
3696	1
3699	1
3702	1
3705	1
3711	1
3722	1
3730	1
3737	1
3749	1
3753	1
3756	1
3763	1
3766	1
3772	1
3783	1
3786	1
3794	1
3797	1
3801	1
3812	1
3820	1
3828	1
3833	1
3841	1
3848	1
3851	1
3855	1
3871	1
3874	1
3878	1
3882	1
3886	1
3891	1
3896	1
3899	1
3913	1
3916	1
3921	1
3924	1
3929	1
3933	1
3936	1
3940	1
3945	1
3948	1
3953	1
3964	1
3967	1
3970	1
3973	1
3983	1
3986	1
3990	1
3993	1
3997	1
4000	1
4004	1
4007	1
4010	1
4016	1
4019	1
4022	1
4025	1
4028	1
4032	1
4035	1
4041	1
4047	1
4050	1
4055	1
4059	1
4068	1
4072	1
4075	1
4078	1
4081	1
4085	1
4089	1
4094	1
4101	1
4106	1
4116	1
4120	1
4123	1
4126	1
4130	1
4134	1
4137	1
4140	1
4143	1
4146	1
4149	1
4156	1
4170	1
4173	1
4177	1
4182	1
4185	1
4190	1
4193	1
4196	1
4199	1
4202	1
4209	1
4212	1
4216	1
4226	1
4230	1
4233	1
4236	1
4241	1
4244	1
4247	1
4250	1
4253	1
4263	1
4267	1
4272	1
4275	1
4278	1
4281	1
4287	1
4293	1
4296	1
4302	1
4305	1
4308	1
4312	1
4315	1
4318	1
4321	1
4325	1
4333	1
4336	1
4339	1
4343	1
4349	1
4352	1
4356	1
4359	1
4362	1
4368	1
4373	1
4379	1
4383	1
4386	1
4392	1
4397	1
4403	1
4417	1
4421	1
4426	1
4429	1
4439	1
4442	1
4452	1
4459	1
4462	1
4465	1
4476	1
4480	1
4487	1
4490	1
4495	1
4498	1
4501	1
4504	1
4507	1
4514	1
4527	1
4531	1
4535	1
4542	1
4548	1
4554	1
4559	1
4564	1
4567	1
4570	1
4573	1
4577	1
4586	1
4590	1
4594	1
4601	1
4605	1
4611	1
4616	1
4619	1
4622	1
4625	1
4628	1
4632	1
4636	1
4641	1
4644	1
4650	1
4658	1
4662	1
4665	1
4670	1
4674	1
4686	1
4689	1
4698	1
4702	1
4710	1
4713	1
4717	1
4720	1
4724	1
4730	1
2	2
384	2
742	2
1050	2
1345	2
1636	2
1925	2
2185	2
2436	2
2682	2
2937	2
3183	2
3407	2
3634	2
3862	2
4065	2
4257	2
4435	2
4613	2
